Datetime,Frames,Bytes
2022-07-07 20:42:30,50382,2990428
2022-07-07 20:42:35,49081,2937834
2022-07-07 20:42:40,47938,2875724
2022-07-07 20:42:45,48251,2891930
2022-07-07 20:42:50,54338,3248678
2022-07-07 20:42:55,43818,2613700
2022-07-07 20:43:00,49348,2929918
2022-07-07 20:43:05,43389,2574524
2022-07-07 20:43:10,51995,3085810
2022-07-07 20:43:15,50242,2987250
2022-07-07 20:43:20,48912,2915210
2022-07-07 20:43:25,47083,2801326
2022-07-07 20:43:30,38367,2278154
2022-07-07 20:43:35,38626,2292518
2022-07-07 20:43:40,35017,2081520
2022-07-07 20:43:45,37191,2206648
2022-07-07 20:43:50,34329,2036834
2022-07-07 20:43:55,39642,2352026
2022-07-07 20:44:00,37835,2244832
2022-07-07 20:44:05,33976,2015880
2022-07-07 20:44:10,32847,1949230
2022-07-07 20:44:15,46599,2766244
2022-07-07 20:44:20,41149,2446526
2022-07-07 20:44:25,58624,3489828
2022-07-07 20:44:30,51989,3096812
2022-07-07 20:44:35,48507,2884558
2022-07-07 20:44:40,31387,1874510
2022-07-07 20:44:45,48437,2904796
2022-07-07 20:44:50,50894,3044068
2022-07-07 20:44:55,44176,2647212
2022-07-07 20:45:00,42417,2540540
2022-07-07 20:45:05,39177,2343512
2022-07-07 20:45:10,30033,1782772
2022-07-07 20:45:15,28215,1674010
2022-07-07 20:45:20,28868,1713368
2022-07-07 20:45:25,40922,2436540
2022-07-07 20:45:30,29536,1765344
2022-07-07 20:45:35,30029,1788338
2022-07-07 20:45:40,33615,1994458
2022-07-07 20:45:45,24967,1482356
2022-07-07 20:45:50,33375,1983030
2022-07-07 20:45:55,26103,1551042
2022-07-07 20:46:00,18300,1085700
2022-07-07 20:46:05,16458,976498
2022-07-07 20:46:10,16389,972408
2022-07-07 20:46:15,18797,1115234
2022-07-07 20:46:20,18371,1089950
2022-07-07 20:46:25,25880,1537552
2022-07-07 20:46:30,31556,1881262
2022-07-07 20:46:35,28960,1732152
2022-07-07 20:46:40,40071,2388248
2022-07-07 20:46:45,42021,2508234
2022-07-07 20:46:50,38335,2296050
2022-07-07 20:46:55,39049,2333620
2022-07-07 20:47:00,41497,2483912
2022-07-07 20:47:05,40871,2441558
2022-07-07 20:47:10,38661,2314244
2022-07-07 20:47:15,42428,2535746
2022-07-07 20:47:20,43951,2613492
2022-07-07 20:47:25,33166,1967740
2022-07-07 20:47:30,36406,2159896
2022-07-07 20:47:35,28719,1718192
2022-07-07 20:47:40,33609,2007410
2022-07-07 20:47:45,26719,1588160
2022-07-07 20:47:50,21510,1276142
2022-07-07 20:47:55,30320,1800354
2022-07-07 20:48:00,20221,1205410
2022-07-07 20:48:05,18517,1098574
2022-07-07 20:48:10,17725,1051556
2022-07-07 20:48:15,18142,1076388
2022-07-07 20:48:20,18653,1106650
2022-07-07 20:48:25,18332,1087698
2022-07-07 20:48:30,19917,1181596
2022-07-07 20:48:35,25112,1493984
2022-07-07 20:48:40,35602,2127390
2022-07-07 20:48:45,35557,2125376
2022-07-07 20:48:50,31972,1912834
2022-07-07 20:48:55,31591,1890892
2022-07-07 20:49:00,32449,1945190
2022-07-07 20:49:05,33119,1983564
2022-07-07 20:49:10,34006,2036272
2022-07-07 20:49:15,39034,2331010
2022-07-07 20:49:20,44598,2663286
2022-07-07 20:49:25,35634,2128634
2022-07-07 20:49:30,21473,1275606
2022-07-07 20:49:35,15961,946956
2022-07-07 20:49:40,29338,1748070
2022-07-07 20:49:45,38100,2277056
